2.6833e-20	-0.055026
9.1828e-05	-0.056624
0.00019584	-0.057906
0.0003117	-0.058866
0.00043891	-0.059506
0.00057684	-0.05983
0.00072472	-0.059847
0.00088166	-0.059574
0.0010466	-0.059027
0.0012186	-0.05823
0.0013963	-0.057208
0.0015787	-0.055989
0.0017643	-0.054602
0.001952	-0.053079
0.0021404	-0.051451
0.0023284	-0.049751
0.0025147	-0.048009
0.0026981	-0.046256
0.0028776	-0.04452
0.0030509	-0.042825
0.0032149	-0.041189
0.0033719	-0.039639
0.0035213	-0.038193
0.0036629	-0.036863
0.0037964	-0.035662
0.0039219	-0.034596
0.0040395	-0.033668
0.0041494	-0.032879
0.0042522	-0.032227
0.0043484	-0.031705
0.0044386	-0.031307
0.0045236	-0.031021
0.0046043	-0.030837
0.0046814	-0.03074
0.004756	-0.030717
0.0048288	-0.030754
0.0049008	-0.030835
0.0049729	-0.030946
0.0050432	-0.031072
0.0051127	-0.031199
0.0051841	-0.031318
0.0052581	-0.031421
0.0053356	-0.031499
0.005417	-0.031546
0.0055031	-0.031558
0.0055942	-0.031532
0.0056909	-0.031469
0.0057934	-0.031369
0.0059019	-0.031236
0.0060165	-0.031073
0.0061374	-0.030886
0.0062645	-0.030682
0.0063976	-0.030468
0.0065365	-0.030251
0.0066808	-0.030038
0.0068304	-0.029838
0.0069846	-0.029657
0.0071386	-0.0295
0.0072952	-0.029375
0.0074543	-0.029286
0.0076156	-0.029239
0.0077786	-0.029236
0.007943	-0.02928
0.0081082	-0.02937
0.008274	-0.029507
0.0084398	-0.02969
0.0086054	-0.029916
0.0087704	-0.030183
0.0089345	-0.030485
0.0090973	-0.030819
0.0092585	-0.03118
0.0094179	-0.031563
0.0095751	-0.031963
0.0097298	-0.032375
0.0098818	-0.032793
0.01003	-0.033214
0.01017	-0.033634
0.010306	-0.03405
0.010438	-0.034459
0.010565	-0.03486
0.010688	-0.03525
0.010806	-0.035631
0.01092	-0.036003
0.01103	-0.036366
0.011136	-0.036723
0.011239	-0.037076
0.011337	-0.037427
0.011433	-0.037779
0.011526	-0.038136
0.011616	-0.038499
0.011704	-0.038873
0.011791	-0.039259
0.011877	-0.03966
0.011962	-0.040078
0.012044	-0.040516
0.012123	-0.040974
0.012203	-0.041452
0.012283	-0.041947
0.012364	-0.042458
0.012448	-0.042982
0.012535	-0.043517
0.012625	-0.044059
0.012719	-0.044604
0.012817	-0.045147
0.012921	-0.045683
0.01303	-0.046207
0.013145	-0.046715
0.013266	-0.047201
0.013394	-0.047661
0.013528	-0.048091
0.013669	-0.048486
0.013816	-0.048844
0.013969	-0.049162
0.014124	-0.049444
0.014281	-0.049687
0.014442	-0.049887
0.014607	-0.050046
0.014775	-0.050165
0.014945	-0.050246
0.015116	-0.050292
0.015288	-0.050306
0.01546	-0.050292
0.015631	-0.050255
0.015801	-0.050199
0.015969	-0.05013
0.016133	-0.050053
0.016294	-0.049974
0.01645	-0.049897
0.016601	-0.049828
0.016746	-0.049773
0.016884	-0.049734
0.017016	-0.049717
0.017133	-0.049735
0.017242	-0.049782
0.017342	-0.04986
0.017433	-0.049969
0.017515	-0.050111
0.017589	-0.050285
0.017654	-0.05049
0.017711	-0.050724
0.017761	-0.050984
0.017804	-0.051269
0.017841	-0.051573
0.017873	-0.051894
0.0179	-0.052227
0.017924	-0.052567
0.017945	-0.052911
0.017964	-0.053253
0.017982	-0.053589
0.018	-0.053915
0.018016	-0.054231
0.01803	-0.054538
0.018045	-0.054826
0.018062	-0.05509
0.018082	-0.055327
0.018107	-0.055536
0.018135	-0.055714
0.018169	-0.05586
0.018209	-0.055971
0.018255	-0.056049
0.018308	-0.056092
0.018367	-0.0561
0.018433	-0.056075
0.018506	-0.056017
0.018586	-0.055928
0.018673	-0.05581
0.018767	-0.055664
0.018866	-0.055493
0.018971	-0.055299
0.019077	-0.055094
0.019184	-0.05488
0.019294	-0.054651
0.019407	-0.054411
0.019521	-0.054161
0.019636	-0.053903
0.019752	-0.053638
0.019867	-0.053366
0.019982	-0.053089
0.020096	-0.052806
0.020209	-0.052519
0.020319	-0.052227
0.020427	-0.051928
0.020531	-0.051624
0.020633	-0.051312
0.020732	-0.050992
0.020827	-0.050662
0.020918	-0.050321
0.021006	-0.049967
0.021084	-0.049609
0.021156	-0.04924
0.021224	-0.048858
0.021287	-0.048461
0.021347	-0.048046
0.021403	-0.047612
0.021456	-0.047155
0.021507	-0.046675
0.021555	-0.04617
0.021602	-0.045637
0.021647	-0.045075
